SMILES,CAS,logP
[H]OC1=C(C([H])=C([H])C(=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(O[H])C1([H])[H],132296-11-8,7.18
CCCCCCCC(C)(C)C1=CC=C(C2CCCC(O)C2)C(O)=C1,132296-11-8,7.18
CCCCCCCC(C)(C)c1cc(O)c(cc1)C1CC(O)CCC1,132296-11-8,7.18
Oc1cc(C(C)(C)CCCCCCC)ccc1C1CC(O)CCC1,132296-11-8,7.18
Oc1cc(C(C)(C)CCCCCCC)ccc1C2CC(O)CCC2,132296-11-8,7.18
CCNC12C(Cc3ccccc13)CCCC2C,132453-02-2,3.8
CCNC12C(CC3=CC=CC=C13)CCCC2C,132453-02-2,3.8
[H]N(C([H])([H])C([H])([H])[H])C12C3=C([H])C([H])=C([H])C([H])=C3C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[H],132453-02-2,3.8
C1C(C)C2(NCC)c3ccccc3CC2CC1,132453-02-2,3.8
CC1CCCC2Cc3ccccc3C12NCC,132453-02-2,3.8
OC(=C)NC1=CN=CC(Cl)=N1,132453-63-5,1.1
[H]OC(=C([H])[H])N([H])C1=NC(Cl)=C([H])N=C1[H],132453-63-5,1.1
[H]N(C(=O)C([H])([H])[H])C1=NC(Cl)=C([H])N=C1[H],132453-63-5,1.1
CC(=O)NC1=CN=CC(Cl)=N1,132453-63-5,1.1
CC(=O)Nc1c[n]cc(Cl)[n]1,132453-63-5,1.1
n1c(Cl)cncc1NC(=O)C,132453-63-5,1.1
[H]OC(=NC1=NC(Cl)=C([H])N=C1[H])C([H])([H])[H],132453-63-5,1.1
CC(O)=NC1=CN=CC(Cl)=N1,132453-63-5,1.1
[H]OC(N=C1N([H])C(Cl)=C([H])N=C1[H])=C([H])[H],132453-63-5,1.1
OC(=C)N=C1NC(Cl)=CN=C1,132453-63-5,1.1
[H]N1C(Cl)=C([H])N=C([H])C1=NC(=O)C([H])([H])[H],132453-63-5,1.1
CC(=O)N=C1NC(Cl)=CN=C1,132453-63-5,1.1
s1ccnc1c1ccc(C(C)C(=O)O)cc1SC,132483-58-0,3.02
[H]OC(O[H])=C(C1=C([H])C(SC([H])([H])[H])=C(C([H])=C1[H])C1=NC([H])=C([H])S1)C([H])([H])[H],132483-58-0,3.02
CSC1=CC(=CC=C1C1=NC=CS1)C(C)=C(O)O,132483-58-0,3.02
CSc1cc(ccc1-c1[n]cc[s]1)C(C)C(O)=O,132483-58-0,3.02
[H]OC(=O)C([H])(C1=C([H])C(SC([H])([H])[H])=C(C([H])=C1[H])C1=NC([H])=C([H])S1)C([H])([H])[H],132483-58-0,3.02
CSC1=CC(=CC=C1C1=NC=CS1)C(C)C(O)=O,132483-58-0,3.02
S1C=CN=C1c2ccc(C(C)C(=O)O)cc2SC,132483-58-0,3.02
CC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(N)=O)=C(N)O,132765-94-7,-1.03
[H]OC(N([H])[H])=C(N([H])C(O[H])=C(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C(=O)N([H])[H],132765-94-7,-1.03
[H]OC(=C([H])[H])N([H])C([H])(C(=O)N([H])C(=C(O[H])N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],132765-94-7,-1.03
NC(=O)CCC(NC(=O)C(CC1=CC=CC=C1)NC(O)=C)=C(N)O,132765-94-7,-1.03
NC(=O)CCC(NC(O)=C(CC1=CC=CC=C1)NC(O)=C)C(N)=O,132765-94-7,-1.03
[H]OC(N([H])[H])=C(N([H])C(=O)C([H])(N=C(O[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C(=O)N([H])[H],132765-94-7,-1.03
[H]OC(N([H])[H])=C(N=C(O[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C(=O)N([H])[H],132765-94-7,-1.03
CC(O)=NC(CC1=CC=CC=C1)=C(O)NC(CCC(N)=O)C(N)=O,132765-94-7,-1.03
[H]OC(N([H])[H])=C([H])C([H])([H])C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])=C(O[H])N([H])[H],132765-94-7,-1.03
[H]OC(N([H])[H])=C([H])C([H])([H])C([H])(N([H])C(O[H])=C(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N([H])[H],132765-94-7,-1.03
[H]OC(N([H])C([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])=C(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],132765-94-7,-1.03
CC(=O)NC(CC1=CC=CC=C1)=C(O)NC(CCC(N)=O)C(N)=O,132765-94-7,-1.03
[H]OC(N([H])[H])=C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C(=O)N([H])[H],132765-94-7,-1.03
[H]OC(N([H])C([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C(O[H])=N[H])=C(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],132765-94-7,-1.03
[H]OC(N([H])[H])=C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C(O[H])=N[H],132765-94-7,-1.03
NC(=O)CCC(N=C(O)C(CC1=CC=CC=C1)NC(O)=C)C(N)=O,132765-94-7,-1.03
[H]OC(=NC([H])(C(O[H])=NC([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H],132765-94-7,-1.03
CC(O)=NC(CC1=CC=CC=C1)C(O)=NC(CCC(N)=O)C(N)=O,132765-94-7,-1.03
[H]OC(=C([H])[H])N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])([H])C([H])=C(O[H])N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],132765-94-7,-1.03
NC(O)=CCC(NC(=O)C(CC1=CC=CC=C1)NC(O)=C)C(N)=O,132765-94-7,-1.03
[H]OC(N([H])[H])=C([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N=C(O[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N([H])[H],132765-94-7,-1.03
[H]OC(N([H])[H])=C([H])C([H])([H])C([H])(N=C(O[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N([H])[H],132765-94-7,-1.03
[H]OC(=C([H])[H])N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],132765-94-7,-1.03
NC(=O)CCC(NC(=O)C(CC1=CC=CC=C1)NC(O)=C)C(N)=O,132765-94-7,-1.03
[H]OC(=NC([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H],132765-94-7,-1.03
CC(O)=NC(CC1=CC=CC=C1)C(=O)NC(CCC(N)=O)C(N)=O,132765-94-7,-1.03
[H]OC(=NC([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],132765-94-7,-1.03
CC(=O)NC(CC1=CC=CC=C1)C(O)=NC(CCC(N)=O)C(N)=O,132765-94-7,-1.03
NC(=O)CCC(NC(=O)C(CC1=CC=CC=C1)NC(O)=C)C(O)=N,132765-94-7,-1.03
[H]OC(=C([H])[H])N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C(O[H])=N[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],132765-94-7,-1.03
NC(=O)C(CCC(O)=N)NC(=O)C(CC1=CC=CC=C1)NC(O)=C,132765-94-7,-1.03
[H]OC(=N[H])C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N=C(O[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N([H])[H],132765-94-7,-1.03
[H]OC(=N[H])C([H])([H])C([H])([H])C([H])(N=C(O[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N([H])[H],132765-94-7,-1.03
[H]OC(N([H])[H])=C([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N([H])[H],132765-94-7,-1.03
CC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC=C(N)O)C(N)=O,132765-94-7,-1.03
[H]OC(N([H])[H])=C([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(O[H])=N[H],132765-94-7,-1.03
[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N([H])[H],132765-94-7,-1.03
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)N)C(=O)N,132765-94-7,-1.03
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(N)=O)C(N)=O,132765-94-7,-1.03
CC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(N)=O)C(N)=O,132765-94-7,-1.03
[H]OC(=N[H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C(=O)N([H])[H],132765-94-7,-1.03
CC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(N)=O)C(O)=N,132765-94-7,-1.03
[H]OC(=N[H])C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N([H])[H],132765-94-7,-1.03
CC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(O)=N)C(N)=O,132765-94-7,-1.03
[H]OC(=N[H])C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(O[H])=N[H],132765-94-7,-1.03
CC(C)CC(N=C(O)C(C)NC(C)=O)C(=O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(N([H])[H])=C(N([H])C(O[H])=C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(N([H])[H])=C(N([H])C(=O)C([H])(N([H])C(O[H])=C(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(=C([H])[H])N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C(=C(O[H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)NC(O)=C)C(=O)NC(C(C)C)=C(N)O,132766-04-2,-0.14
CC(C)CC(NC(O)=C(C)NC(O)=C)C(=O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)NC(O)=C)=C(O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(N([H])[H])=C(N([H])C(=O)C([H])(N=C(O[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(=NC([H])(C(=O)N([H])C([H])(C(=O)N([H])C(=C(O[H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(N([H])C([H])(C(O[H])=NC([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])=C(N([H])C(=O)C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(N([H])[H])=C(N=C(O[H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])=C(N=C(O[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(O)=C(C)N=C(C)O)C(=O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(N([H])[H])=C(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)NC(C)=O)C(=O)NC(C(C)C)=C(N)O,132766-04-2,-0.14
[H]OC(N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])=C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)NC(C)=O)=C(O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])=C(N([H])C(=O)C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(O)=C(C)NC(C)=O)C(=O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(N([H])C([H])(C(=O)N([H])C([H])(C(O[H])=N[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])=C(N([H])C(=O)C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(N([H])C([H])(C(O[H])=N[H])C([H])(C([H])([H])[H])C([H])([H])[H])=C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(=C([H])[H])N([H])C([H])(C(=O)N([H])C([H])(C(O[H])=NC([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)NC(O)=C)C(O)=NC(C(C)C)C(N)=O,132766-04-2,-0.14
CC(C)CC(N=C(O)C(C)NC(O)=C)C(=O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(=NC([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(N=C(O[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(N=C(O)C(C)N=C(C)O)C(=O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(=NC([H])(C(=O)N([H])C([H])(C(O[H])=NC([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(=C([H])[H])N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)NC(O)=C)C(=O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(=NC([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(=NC([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)NC(C)=O)C(O)=NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(=NC([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)N=C(C)O)C(=O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(=C([H])[H])N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(O[H])=N[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)NC(O)=C)C(=O)NC(C(C)C)C(O)=N,132766-04-2,-0.14
[H]OC(=NC([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(O[H])=N[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(=N[H])C([H])(N=C(O[H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
[H]OC(=N[H])C([H])(N([H])C(=O)C([H])(N=C(O[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)NC(C)=O)C(=O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N,132766-04-2,-0.14
CC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(N)=O,132766-04-2,-0.14
[H]OC(=N[H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-04-2,-0.14
CC(C)CC(NC(=O)C(C)NC(C)=O)C(=O)NC(C(C)C)C(O)=N,132766-04-2,-0.14
CC(C)C(NC(=O)C(C)NC(=O)CNC(C)=O)=C(N)O,132766-08-6,-1.56
[H]OC(N([H])[H])=C(N([H])C(O[H])=C(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
[H]OC(=C([H])[H])N([H])C([H])([H])C(=O)N([H])C([H])(C(=O)N([H])C(=C(O[H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
CC(C)C(NC(=O)C(C)NC(=O)CNC(O)=C)=C(N)O,132766-08-6,-1.56
CC(C)C(NC(O)=C(C)NC(=O)CNC(O)=C)C(N)=O,132766-08-6,-1.56
[H]OC(N([H])[H])=C(N([H])C(=O)C([H])(N=C(O[H])C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
[H]OC(=NC([H])([H])C(=O)N([H])C([H])(C(=O)N([H])C(=C(O[H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
[H]OC(N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])=C(N=C(O[H])C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
[H]OC(N([H])[H])=C(N=C(O[H])C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
[H]OC(N([H])C([H])(C(=O)N([H])C(=C(O[H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])=C([H])N([H])C(=O)C([H])([H])[H],132766-08-6,-1.56
[H]OC(N([H])[H])=C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
[H]OC(N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])=C(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
CC(C)C(NC(O)=C(C)NC(=O)CNC(C)=O)C(N)=O,132766-08-6,-1.56
[H]OC(N([H])C([H])(C(O[H])=N[H])C([H])(C([H])([H])[H])C([H])([H])[H])=C(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
CC(C)C(NC(=O)C(C)N=C(O)CNC(O)=C)C(N)=O,132766-08-6,-1.56
[H]OC(=C([H])[H])N([H])C([H])([H])C(=O)N([H])C([H])(C(O[H])=NC([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
CC(C)C(N=C(O)C(C)NC(=O)CNC(O)=C)C(N)=O,132766-08-6,-1.56
[H]OC(=NC([H])(C(O[H])=NC([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])N([H])C(=O)C([H])([H])[H],132766-08-6,-1.56
[H]OC(=NC([H])([H])C(=O)N([H])C([H])(C(O[H])=NC([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
CC(C)C(NC(=O)C(C)N=C(O)CN=C(C)O)C(N)=O,132766-08-6,-1.56
CC(C)C(NC(=O)C(C)NC(O)=CNC(O)=C)C(N)=O,132766-08-6,-1.56
CC(C)C(NC(=O)C(C)NC(O)=CN=C(C)O)C(N)=O,132766-08-6,-1.56
[H]OC(N([H])C([H])(C(O[H])=NC([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])=C([H])N([H])C(=O)C([H])([H])[H],132766-08-6,-1.56
[H]OC(=C([H])[H])N([H])C([H])([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
CC(C)C(NC(=O)C(C)NC(=O)CNC(O)=C)C(N)=O,132766-08-6,-1.56
[H]OC(=NC([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
CC(C)C(N=C(O)C(C)NC(=O)CNC(C)=O)C(N)=O,132766-08-6,-1.56
[H]OC(=NC([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])N([H])C(=O)C([H])([H])[H],132766-08-6,-1.56
CC(C)C(NC(=O)C(C)N=C(O)CNC(C)=O)C(N)=O,132766-08-6,-1.56
[H]OC(=NC([H])([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
CC(C)C(NC(=O)C(C)NC(=O)CN=C(C)O)C(N)=O,132766-08-6,-1.56
[H]OC(=C([H])[H])N([H])C([H])([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(O[H])=N[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
CC(C)C(NC(=O)C(C)NC(=O)CNC(O)=C)C(O)=N,132766-08-6,-1.56
[H]OC(=NC([H])(C(=O)N([H])C([H])(C(O[H])=N[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])N([H])C(=O)C([H])([H])[H],132766-08-6,-1.56
[H]OC(=NC([H])([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(O[H])=N[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
[H]OC(=N[H])C([H])(N=C(O[H])C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],132766-08-6,-1.56
[H]OC(N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])=C([H])N([H])C(=O)C([H])([H])[H],132766-08-6,-1.56
CC(C)C(NC(=O)C(C)NC(O)=CNC(C)=O)C(N)=O,132766-08-6,-1.56
[H]OC(N([H])C([H])(C(=O)N([H])C([H])(C(O[H])=N[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])=C([H])N([H])C(=O)C([H])([H])[H],132766-08-6,-1.56
CC(C)C(NC(=O)C(C)NC(=O)CNC(C)=O)C(N)=O,132766-08-6,-1.56
